,y
20165,-0.3539381343271214
18863,-0.3539381343271214
2281,-0.3539381343271214
22976,-0.3539381343271214
335,-0.3539381343271214
4145,-0.3539381343271214
30891,-0.3539381343271214
49,-0.3539381343271214
16599,-0.3539381343271214
8730,-0.3539381343271214
17354,-0.3539381343271214
21372,-0.3539381343271214
2365,-0.3539381343271214
19609,-0.3539381343271214
23994,-0.3539381343271214
17125,-0.3539381343271214
16449,-0.3539381343271214
1762,-0.3539381343271214
19246,-0.3539381343271214
16177,-0.3539381343271214
8304,-0.3539381343271214
20123,-0.3539381343271214
23427,-0.3539381343271214
34335,-0.3539381343271214
26762,-0.3539381343271214
23474,-0.3539381343271214
30161,-0.3539381343271214
20275,-0.3539381343271214
29291,-0.3539381343271214
36317,-0.3539381343271214
23192,-0.3539381343271214
34018,2.825352520719812
13240,-0.3539381343271214
17701,-0.3539381343271214
22881,-0.3539381343271214
15694,-0.3539381343271214
14476,-0.3539381343271214
5061,-0.3539381343271214
898,-0.3539381343271214
3051,-0.3539381343271214
37889,-0.3539381343271214
17091,-0.3539381343271214
25939,-0.3539381343271214
6548,-0.3539381343271214
481,2.825352520719812
17206,-0.3539381343271214
27656,-0.3539381343271214
9386,-0.3539381343271214
9091,-0.3539381343271214
5615,-0.3539381343271214
8588,-0.3539381343271214
28112,-0.3539381343271214
8228,-0.3539381343271214
26939,-0.3539381343271214
36833,-0.3539381343271214
17079,-0.3539381343271214
6223,-0.3539381343271214
5281,-0.3539381343271214
20901,-0.3539381343271214
33464,-0.3539381343271214
30463,-0.3539381343271214
32790,-0.3539381343271214
11815,-0.3539381343271214
28208,-0.3539381343271214
31908,-0.3539381343271214
12416,-0.3539381343271214
34890,-0.3539381343271214
28374,-0.3539381343271214
7036,-0.3539381343271214
2426,-0.3539381343271214
22723,-0.3539381343271214
16843,-0.3539381343271214
21742,2.825352520719812
28809,-0.3539381343271214
22222,2.825352520719812
11238,-0.3539381343271214
8508,-0.3539381343271214
36682,2.825352520719812
7536,-0.3539381343271214
32667,-0.3539381343271214
2042,-0.3539381343271214
23887,-0.3539381343271214
20394,-0.3539381343271214
22546,-0.3539381343271214
23249,-0.3539381343271214
16488,-0.3539381343271214
28418,-0.3539381343271214
28042,2.825352520719812
4663,-0.3539381343271214
33184,2.825352520719812
36698,-0.3539381343271214
26352,2.825352520719812
20472,-0.3539381343271214
6371,-0.3539381343271214
9375,-0.3539381343271214
27225,-0.3539381343271214
5739,-0.3539381343271214
36084,2.825352520719812
35443,2.825352520719812
9445,-0.3539381343271214
776,-0.3539381343271214
8650,-0.3539381343271214
11682,-0.3539381343271214
20299,-0.3539381343271214
26260,-0.3539381343271214
19712,-0.3539381343271214
4824,-0.3539381343271214
13386,-0.3539381343271214
30171,-0.3539381343271214
36513,-0.3539381343271214
28760,-0.3539381343271214
21297,-0.3539381343271214
20729,-0.3539381343271214
21262,-0.3539381343271214
35716,-0.3539381343271214
8432,-0.3539381343271214
773,-0.3539381343271214
13766,-0.3539381343271214
12753,-0.3539381343271214
871,-0.3539381343271214
6894,-0.3539381343271214
25107,-0.3539381343271214
5560,-0.3539381343271214
37093,2.825352520719812
17912,-0.3539381343271214
27976,-0.3539381343271214
2474,-0.3539381343271214
23265,-0.3539381343271214
23731,-0.3539381343271214
15978,-0.3539381343271214
12219,-0.3539381343271214
1808,-0.3539381343271214
3863,-0.3539381343271214
29983,-0.3539381343271214
8139,-0.3539381343271214
11104,-0.3539381343271214
14860,-0.3539381343271214
8346,-0.3539381343271214
3046,-0.3539381343271214
11663,-0.3539381343271214
30753,-0.3539381343271214
1730,-0.3539381343271214
7791,-0.3539381343271214
19371,-0.3539381343271214
7234,-0.3539381343271214
3376,-0.3539381343271214
6694,-0.3539381343271214
3093,-0.3539381343271214
22942,-0.3539381343271214
27537,-0.3539381343271214
1552,2.825352520719812
31156,-0.3539381343271214
33510,2.825352520719812
6609,-0.3539381343271214
14027,-0.3539381343271214
11005,-0.3539381343271214
34315,-0.3539381343271214
16932,-0.3539381343271214
4510,-0.3539381343271214
6310,-0.3539381343271214
25314,-0.3539381343271214
6581,-0.3539381343271214
24597,-0.3539381343271214
37289,-0.3539381343271214
4853,-0.3539381343271214
1499,-0.3539381343271214
15412,-0.3539381343271214
18279,-0.3539381343271214
8897,-0.3539381343271214
24315,-0.3539381343271214
23069,-0.3539381343271214
22051,-0.3539381343271214
6394,-0.3539381343271214
35772,-0.3539381343271214
35226,-0.3539381343271214
18263,-0.3539381343271214
14225,-0.3539381343271214
34365,-0.3539381343271214
27239,-0.3539381343271214
164,-0.3539381343271214
17728,-0.3539381343271214
12399,-0.3539381343271214
2536,-0.3539381343271214
12359,-0.3539381343271214
31934,-0.3539381343271214
34608,-0.3539381343271214
30164,-0.3539381343271214
28948,-0.3539381343271214
31075,-0.3539381343271214
20974,-0.3539381343271214
11941,-0.3539381343271214
34405,-0.3539381343271214
9640,-0.3539381343271214
7140,-0.3539381343271214
10195,-0.3539381343271214
22231,2.825352520719812
9604,-0.3539381343271214
7377,-0.3539381343271214
24271,-0.3539381343271214
7298,-0.3539381343271214
14168,-0.3539381343271214
19019,-0.3539381343271214
2844,-0.3539381343271214
1752,-0.3539381343271214
35731,2.825352520719812
34675,-0.3539381343271214
19919,-0.3539381343271214
1387,-0.3539381343271214
17468,-0.3539381343271214
31290,-0.3539381343271214
33957,-0.3539381343271214
33505,-0.3539381343271214
5912,-0.3539381343271214
25440,-0.3539381343271214
5846,-0.3539381343271214
731,-0.3539381343271214
8424,-0.3539381343271214
32298,-0.3539381343271214
37391,2.825352520719812
6744,2.825352520719812
4863,-0.3539381343271214
1572,-0.3539381343271214
6392,-0.3539381343271214
1390,-0.3539381343271214
6775,-0.3539381343271214
660,-0.3539381343271214
24217,-0.3539381343271214
4398,-0.3539381343271214
19034,-0.3539381343271214
24807,-0.3539381343271214
29588,-0.3539381343271214
15713,-0.3539381343271214
20546,-0.3539381343271214
695,-0.3539381343271214
23298,-0.3539381343271214
8914,-0.3539381343271214
13107,-0.3539381343271214
34428,2.825352520719812
23836,-0.3539381343271214
12938,-0.3539381343271214
38235,-0.3539381343271214
36031,2.825352520719812
36318,-0.3539381343271214
11373,-0.3539381343271214
17456,-0.3539381343271214
33645,-0.3539381343271214
15504,-0.3539381343271214
6749,-0.3539381343271214
9792,-0.3539381343271214
38026,2.825352520719812
16906,-0.3539381343271214
16044,-0.3539381343271214
19852,-0.3539381343271214
30214,-0.3539381343271214
24902,-0.3539381343271214
5722,-0.3539381343271214
7651,-0.3539381343271214
6987,-0.3539381343271214
6748,-0.3539381343271214
16258,-0.3539381343271214
28218,-0.3539381343271214
9365,-0.3539381343271214
3838,-0.3539381343271214
28102,2.825352520719812
35024,-0.3539381343271214
25516,-0.3539381343271214
11065,-0.3539381343271214
15503,-0.3539381343271214
11959,-0.3539381343271214
34879,-0.3539381343271214
29355,-0.3539381343271214
14541,-0.3539381343271214
25506,-0.3539381343271214
37252,-0.3539381343271214
2727,-0.3539381343271214
24462,-0.3539381343271214
306,-0.3539381343271214
6316,-0.3539381343271214
21973,-0.3539381343271214
31311,-0.3539381343271214
5364,-0.3539381343271214
17043,-0.3539381343271214
30067,-0.3539381343271214
31529,2.825352520719812
35375,2.825352520719812
21629,-0.3539381343271214
25054,-0.3539381343271214
10312,-0.3539381343271214
16878,-0.3539381343271214
25883,2.825352520719812
12224,-0.3539381343271214
22863,-0.3539381343271214
11014,-0.3539381343271214
25735,2.825352520719812
7712,-0.3539381343271214
14859,-0.3539381343271214
6765,-0.3539381343271214
35322,-0.3539381343271214
36015,2.825352520719812
1461,-0.3539381343271214
37021,-0.3539381343271214
11471,-0.3539381343271214
30475,-0.3539381343271214
19166,-0.3539381343271214
23349,-0.3539381343271214
15126,-0.3539381343271214
5114,-0.3539381343271214
30912,-0.3539381343271214
12360,-0.3539381343271214
21667,-0.3539381343271214
19198,-0.3539381343271214
33307,-0.3539381343271214
14750,2.825352520719812
3373,-0.3539381343271214
4259,2.825352520719812
12249,-0.3539381343271214
27977,2.825352520719812
18109,-0.3539381343271214
17857,-0.3539381343271214
9285,-0.3539381343271214
35341,2.825352520719812
8100,-0.3539381343271214
26947,-0.3539381343271214
28523,-0.3539381343271214
30594,-0.3539381343271214
15974,-0.3539381343271214
3824,-0.3539381343271214
17264,-0.3539381343271214
24115,-0.3539381343271214
12716,-0.3539381343271214
16445,2.825352520719812
10606,-0.3539381343271214
18363,-0.3539381343271214
25249,-0.3539381343271214
4317,-0.3539381343271214
2135,-0.3539381343271214
19839,-0.3539381343271214
21928,-0.3539381343271214
7306,-0.3539381343271214
17455,-0.3539381343271214
31044,-0.3539381343271214
34453,-0.3539381343271214
5134,-0.3539381343271214
23534,-0.3539381343271214
3765,-0.3539381343271214
8879,-0.3539381343271214
27526,-0.3539381343271214
2266,-0.3539381343271214
25002,2.825352520719812
17085,-0.3539381343271214
12257,-0.3539381343271214
37364,2.825352520719812
5432,-0.3539381343271214
19594,-0.3539381343271214
7838,-0.3539381343271214
3328,-0.3539381343271214
22420,-0.3539381343271214
19729,-0.3539381343271214
36061,2.825352520719812
23340,-0.3539381343271214
29828,-0.3539381343271214
5066,-0.3539381343271214
2097,-0.3539381343271214
18139,-0.3539381343271214
33550,-0.3539381343271214
9805,-0.3539381343271214
1198,-0.3539381343271214
8177,-0.3539381343271214
31838,-0.3539381343271214
19214,-0.3539381343271214
4059,-0.3539381343271214
7826,-0.3539381343271214
21161,-0.3539381343271214
13760,-0.3539381343271214
34595,-0.3539381343271214
33697,2.825352520719812
34822,-0.3539381343271214
37234,2.825352520719812
27731,-0.3539381343271214
17442,-0.3539381343271214
8436,-0.3539381343271214
27062,-0.3539381343271214
7811,2.825352520719812
22715,-0.3539381343271214
35208,-0.3539381343271214
6648,-0.3539381343271214
17346,-0.3539381343271214
36534,-0.3539381343271214
2596,-0.3539381343271214
20790,-0.3539381343271214
35198,-0.3539381343271214
727,-0.3539381343271214
680,-0.3539381343271214
25965,-0.3539381343271214
533,-0.3539381343271214
13464,-0.3539381343271214
6561,-0.3539381343271214
13905,-0.3539381343271214
7159,-0.3539381343271214
7044,-0.3539381343271214
23995,-0.3539381343271214
37483,-0.3539381343271214
15164,-0.3539381343271214
10752,-0.3539381343271214
26852,-0.3539381343271214
8481,-0.3539381343271214
9746,-0.3539381343271214
28827,-0.3539381343271214
35398,-0.3539381343271214
19647,-0.3539381343271214
35854,-0.3539381343271214
12242,-0.3539381343271214
35885,2.825352520719812
29651,-0.3539381343271214
26527,-0.3539381343271214
6199,-0.3539381343271214
35258,-0.3539381343271214
14181,-0.3539381343271214
12369,-0.3539381343271214
6955,-0.3539381343271214
19742,-0.3539381343271214
24128,-0.3539381343271214
1162,-0.3539381343271214
12336,-0.3539381343271214
3160,-0.3539381343271214
639,-0.3539381343271214
20283,2.825352520719812
8043,-0.3539381343271214
1115,-0.3539381343271214
4203,-0.3539381343271214
18194,-0.3539381343271214
21317,-0.3539381343271214
3934,-0.3539381343271214
26087,-0.3539381343271214
26377,2.825352520719812
2232,-0.3539381343271214
11087,-0.3539381343271214
193,-0.3539381343271214
12777,-0.3539381343271214
7768,-0.3539381343271214
22597,-0.3539381343271214
21646,-0.3539381343271214
17984,-0.3539381343271214
35786,2.825352520719812
6306,-0.3539381343271214
27048,-0.3539381343271214
24786,-0.3539381343271214
17060,-0.3539381343271214
32301,2.825352520719812
11485,-0.3539381343271214
22425,-0.3539381343271214
30946,-0.3539381343271214
16850,-0.3539381343271214
32960,-0.3539381343271214
20446,-0.3539381343271214
12629,-0.3539381343271214
4773,-0.3539381343271214
19289,-0.3539381343271214
26319,-0.3539381343271214
32377,-0.3539381343271214
21351,-0.3539381343271214
22486,-0.3539381343271214
6584,-0.3539381343271214
32505,-0.3539381343271214
22727,-0.3539381343271214
31288,-0.3539381343271214
13005,-0.3539381343271214
16199,-0.3539381343271214
23528,-0.3539381343271214
11040,-0.3539381343271214
3227,-0.3539381343271214
6550,-0.3539381343271214
37773,2.825352520719812
6452,-0.3539381343271214
36416,-0.3539381343271214
12040,-0.3539381343271214
12989,-0.3539381343271214
31391,-0.3539381343271214
31652,-0.3539381343271214
26211,-0.3539381343271214
21904,-0.3539381343271214
12804,2.825352520719812
9651,-0.3539381343271214
26746,-0.3539381343271214
15122,2.825352520719812
13949,-0.3539381343271214
28677,-0.3539381343271214
8415,-0.3539381343271214
23352,-0.3539381343271214
30466,-0.3539381343271214
29218,-0.3539381343271214
29239,-0.3539381343271214
4927,2.825352520719812
23412,-0.3539381343271214
12233,-0.3539381343271214
34296,-0.3539381343271214
35501,-0.3539381343271214
18421,-0.3539381343271214
5433,-0.3539381343271214
34720,-0.3539381343271214
16937,-0.3539381343271214
34510,-0.3539381343271214
27389,-0.3539381343271214
30768,-0.3539381343271214
36256,-0.3539381343271214
31425,-0.3539381343271214
2465,-0.3539381343271214
24752,-0.3539381343271214
6552,-0.3539381343271214
3273,-0.3539381343271214
36856,-0.3539381343271214
35248,-0.3539381343271214
29493,-0.3539381343271214
15893,-0.3539381343271214
2702,-0.3539381343271214
26493,2.825352520719812
24484,-0.3539381343271214
19633,-0.3539381343271214
34539,-0.3539381343271214
22975,-0.3539381343271214
23217,-0.3539381343271214
25433,-0.3539381343271214
26146,-0.3539381343271214
26597,-0.3539381343271214
24576,-0.3539381343271214
31097,-0.3539381343271214
32305,-0.3539381343271214
309,-0.3539381343271214
34968,-0.3539381343271214
1210,-0.3539381343271214
234,-0.3539381343271214
13038,-0.3539381343271214
31782,-0.3539381343271214
23894,-0.3539381343271214
6438,-0.3539381343271214
24835,-0.3539381343271214
12576,-0.3539381343271214
34511,-0.3539381343271214
9448,-0.3539381343271214
37747,2.825352520719812
34159,-0.3539381343271214
30430,-0.3539381343271214
20694,-0.3539381343271214
1737,-0.3539381343271214
4479,-0.3539381343271214
5026,-0.3539381343271214
34621,2.825352520719812
31689,-0.3539381343271214
28294,-0.3539381343271214
327,-0.3539381343271214
6527,-0.3539381343271214
10895,-0.3539381343271214
25469,-0.3539381343271214
12129,-0.3539381343271214
34491,2.825352520719812
25646,-0.3539381343271214
26277,-0.3539381343271214
9178,-0.3539381343271214
2988,-0.3539381343271214
35909,-0.3539381343271214
8715,-0.3539381343271214
27276,-0.3539381343271214
12355,-0.3539381343271214
1032,-0.3539381343271214
11379,-0.3539381343271214
17251,-0.3539381343271214
27104,-0.3539381343271214
21690,-0.3539381343271214
5200,-0.3539381343271214
33459,2.825352520719812
18567,-0.3539381343271214
12196,-0.3539381343271214
11525,-0.3539381343271214
123,-0.3539381343271214
9831,-0.3539381343271214
897,-0.3539381343271214
12457,2.825352520719812
9696,-0.3539381343271214
38229,2.825352520719812
4336,-0.3539381343271214
7042,-0.3539381343271214
11320,2.825352520719812
33194,-0.3539381343271214
17096,-0.3539381343271214
36727,-0.3539381343271214
16097,-0.3539381343271214
35734,2.825352520719812
22983,-0.3539381343271214
19180,-0.3539381343271214
18829,2.825352520719812
16639,-0.3539381343271214
17712,-0.3539381343271214
33099,-0.3539381343271214
30307,-0.3539381343271214
33337,-0.3539381343271214
37688,-0.3539381343271214
6372,-0.3539381343271214
36603,-0.3539381343271214
31093,-0.3539381343271214
9387,-0.3539381343271214
31295,-0.3539381343271214
23252,-0.3539381343271214
36101,-0.3539381343271214
7873,-0.3539381343271214
10079,-0.3539381343271214
35727,-0.3539381343271214
30745,-0.3539381343271214
24738,-0.3539381343271214
19143,-0.3539381343271214
24333,-0.3539381343271214
26915,-0.3539381343271214
1964,-0.3539381343271214
642,-0.3539381343271214
23200,-0.3539381343271214
32613,-0.3539381343271214
24461,-0.3539381343271214
18531,-0.3539381343271214
5724,-0.3539381343271214
22205,-0.3539381343271214
7470,-0.3539381343271214
35896,2.825352520719812
10153,-0.3539381343271214
4668,-0.3539381343271214
27847,-0.3539381343271214
6741,-0.3539381343271214
6627,-0.3539381343271214
11336,-0.3539381343271214
21457,-0.3539381343271214
9200,-0.3539381343271214
27281,-0.3539381343271214
23123,-0.3539381343271214
35093,2.825352520719812
20174,-0.3539381343271214
17684,-0.3539381343271214
9446,-0.3539381343271214
36328,2.825352520719812
5999,-0.3539381343271214
4997,-0.3539381343271214
19819,-0.3539381343271214
9252,-0.3539381343271214
10918,-0.3539381343271214
19926,-0.3539381343271214
14314,-0.3539381343271214
33543,-0.3539381343271214
10240,-0.3539381343271214
8586,-0.3539381343271214
18287,-0.3539381343271214
28182,-0.3539381343271214
27541,-0.3539381343271214
27577,-0.3539381343271214
29817,-0.3539381343271214
28301,2.825352520719812
36231,2.825352520719812
33089,-0.3539381343271214
30334,-0.3539381343271214
25616,-0.3539381343271214
11526,-0.3539381343271214
29301,2.825352520719812
15159,-0.3539381343271214
30894,-0.3539381343271214
8576,-0.3539381343271214
13737,-0.3539381343271214
25691,-0.3539381343271214
33955,2.825352520719812
14155,-0.3539381343271214
1666,-0.3539381343271214
5051,-0.3539381343271214
25165,2.825352520719812
10427,-0.3539381343271214
24361,2.825352520719812
10900,-0.3539381343271214
18901,-0.3539381343271214
25329,-0.3539381343271214
5532,-0.3539381343271214
22015,-0.3539381343271214
4993,-0.3539381343271214
21101,-0.3539381343271214
19813,-0.3539381343271214
59,-0.3539381343271214
35194,-0.3539381343271214
2651,-0.3539381343271214
20771,-0.3539381343271214
28103,-0.3539381343271214
27996,-0.3539381343271214
32532,-0.3539381343271214
14361,-0.3539381343271214
27531,-0.3539381343271214
8179,-0.3539381343271214
3482,-0.3539381343271214
2327,-0.3539381343271214
12889,-0.3539381343271214
10129,-0.3539381343271214
2101,2.825352520719812
25541,-0.3539381343271214
22058,-0.3539381343271214
28823,2.825352520719812
35032,-0.3539381343271214
14751,-0.3539381343271214
9236,-0.3539381343271214
6823,-0.3539381343271214
25093,-0.3539381343271214
8777,-0.3539381343271214
30172,-0.3539381343271214
36680,2.825352520719812
10689,-0.3539381343271214
15199,-0.3539381343271214
12941,-0.3539381343271214
23632,-0.3539381343271214
31094,-0.3539381343271214
8554,-0.3539381343271214
8469,-0.3539381343271214
34634,2.825352520719812
36885,-0.3539381343271214
38150,2.825352520719812
24336,-0.3539381343271214
289,-0.3539381343271214
18298,-0.3539381343271214
554,-0.3539381343271214
18031,-0.3539381343271214
17859,2.825352520719812
20536,-0.3539381343271214
14551,-0.3539381343271214
36260,2.825352520719812
10646,-0.3539381343271214
25730,-0.3539381343271214
16213,-0.3539381343271214
4934,-0.3539381343271214
8262,-0.3539381343271214
37790,-0.3539381343271214
33246,-0.3539381343271214
7460,-0.3539381343271214
9726,-0.3539381343271214
15494,-0.3539381343271214
25599,-0.3539381343271214
14742,-0.3539381343271214
13934,-0.3539381343271214
29150,-0.3539381343271214
23037,-0.3539381343271214
4373,-0.3539381343271214
22825,-0.3539381343271214
19793,-0.3539381343271214
32275,-0.3539381343271214
3525,-0.3539381343271214
20636,-0.3539381343271214
33318,-0.3539381343271214
17385,-0.3539381343271214
6936,-0.3539381343271214
2694,-0.3539381343271214
21110,-0.3539381343271214
29859,-0.3539381343271214
37314,2.825352520719812
23664,-0.3539381343271214
18172,-0.3539381343271214
26463,2.825352520719812
37804,-0.3539381343271214
16829,-0.3539381343271214
15630,-0.3539381343271214
20213,-0.3539381343271214
3551,-0.3539381343271214
8070,-0.3539381343271214
8065,2.825352520719812
36270,2.825352520719812
27693,-0.3539381343271214
9153,-0.3539381343271214
21776,-0.3539381343271214
16711,-0.3539381343271214
20773,-0.3539381343271214
32858,-0.3539381343271214
26025,-0.3539381343271214
1738,-0.3539381343271214
9248,-0.3539381343271214
13622,-0.3539381343271214
3459,-0.3539381343271214
17799,-0.3539381343271214
5801,-0.3539381343271214
4565,-0.3539381343271214
29627,-0.3539381343271214
36208,-0.3539381343271214
28659,-0.3539381343271214
5935,-0.3539381343271214
9875,-0.3539381343271214
4115,-0.3539381343271214
38069,-0.3539381343271214
1978,-0.3539381343271214
2678,-0.3539381343271214
16529,-0.3539381343271214
15674,-0.3539381343271214
1943,-0.3539381343271214
14420,-0.3539381343271214
991,-0.3539381343271214
20160,-0.3539381343271214
36487,2.825352520719812
13029,-0.3539381343271214
14872,2.825352520719812
13310,-0.3539381343271214
23436,-0.3539381343271214
34641,-0.3539381343271214
25179,-0.3539381343271214
3488,-0.3539381343271214
7843,-0.3539381343271214
3811,-0.3539381343271214
17805,-0.3539381343271214
12003,-0.3539381343271214
9755,-0.3539381343271214
10663,-0.3539381343271214
4460,-0.3539381343271214
15894,-0.3539381343271214
16225,-0.3539381343271214
14734,-0.3539381343271214
31757,-0.3539381343271214
13853,-0.3539381343271214
1060,-0.3539381343271214
1269,-0.3539381343271214
4841,-0.3539381343271214
13297,-0.3539381343271214
29152,-0.3539381343271214
28280,2.825352520719812
5162,-0.3539381343271214
31105,-0.3539381343271214
19935,-0.3539381343271214
2825,-0.3539381343271214
36151,2.825352520719812
9237,-0.3539381343271214
12805,-0.3539381343271214
16368,-0.3539381343271214
31514,-0.3539381343271214
29767,-0.3539381343271214
4873,-0.3539381343271214
22348,-0.3539381343271214
23977,-0.3539381343271214
37193,-0.3539381343271214
25458,-0.3539381343271214
4542,-0.3539381343271214
17973,-0.3539381343271214
27721,-0.3539381343271214
35555,-0.3539381343271214
20931,-0.3539381343271214
35538,2.825352520719812
26159,-0.3539381343271214
7935,-0.3539381343271214
19274,-0.3539381343271214
29167,-0.3539381343271214
4328,-0.3539381343271214
2183,-0.3539381343271214
26685,2.825352520719812
32085,-0.3539381343271214
8109,-0.3539381343271214
15706,-0.3539381343271214
23755,-0.3539381343271214
28210,-0.3539381343271214
28661,2.825352520719812
17632,-0.3539381343271214
687,-0.3539381343271214
22111,-0.3539381343271214
10568,-0.3539381343271214
251,-0.3539381343271214
29707,-0.3539381343271214
13225,-0.3539381343271214
21632,-0.3539381343271214
22259,2.825352520719812
9931,-0.3539381343271214
36776,2.825352520719812
12622,-0.3539381343271214
3083,-0.3539381343271214
35283,-0.3539381343271214
22284,2.825352520719812
30818,-0.3539381343271214
17778,-0.3539381343271214
18668,-0.3539381343271214
21414,-0.3539381343271214
